	FevalPP_ErrantsNuit_0	FevalPP_ErrantsNuit_1	FevalPP_ErrantsNuit_2	FevalPP_ErrantsNuit_3	FevalPP_ErrantsNuit_4	FevalPP_ErrantsNuit_5	FevalPP_ErrantsNuit_6	FevalPP_ErrantsNuit_7	FevalPP_ErrantsNuit_8	FevalPP_ErrantsNuit_9	FevalPP_ErrantsNuit_10	FevalPP_ErrantsNuit_11	FevalPP_ErrantsNuit_12	FevalPP_ErrantsNuit_13	FevalPP_ErrantsNuit_14	FevalPP_ErrantsNuit_15	FevalPP_ErrantsNuit_16	FevalPP_ErrantsNuit_17	FevalPP_ErrantsNuit_18	FevalPP_ErrantsNuit_19	FevalPP_ErrantsNuit_20	FevalPP_ErrantsNuit_21	FevalPP_ErrantsNuit_22	FevalPP_ErrantsNuit_23	FevalPP_ErrantsNuit_24	FevalPP_ErrantsNuit_25	FevalPP_ErrantsNuit_sum
temps_NOM_temps	4.0	8.0	9.0	2.0	8.0	5.0	9.0	7.0	12.0	9.0	5.0	5.0	6.0	3.0	3.0	7.0	7.0	7.0	4.0	8.0	3.0	2.0	5.0	4.0	7.0	4.0	153.0
«_PUN:cit_«	5.0	20.0	17.0	4.0	16.0	1.0	4.0	0.0	8.0	11.0	3.0	1.0	2.0	3.0	3.0	2.0	12.0	6.0	3.0	2.0	4.0	0.0	19.0	0.0	3.0	2.0	151.0
comme_ADV_comme	8.0	1.0	1.0	5.0	7.0	13.0	8.0	12.0	5.0	6.0	5.0	7.0	7.0	6.0	6.0	8.0	3.0	5.0	3.0	4.0	2.0	3.0	3.0	6.0	8.0	7.0	149.0
me_PRO:PER_me	0.0	10.0	6.0	9.0	4.0	3.0	8.0	9.0	1.0	10.0	2.0	7.0	3.0	9.0	8.0	6.0	6.0	4.0	3.0	6.0	5.0	6.0	17.0	3.0	3.0	0.0	148.0
Mathieu_NAM_mathieu	0.0	0.0	3.0	2.0	25.0	23.0	3.0	0.0	0.0	0.0	3.0	0.0	6.0	1.0	3.0	1.0	21.0	5.0	11.0	3.0	5.0	2.0	0.0	16.0	8.0	7.0	148.0
fois_NOM_fois	2.0	7.0	5.0	8.0	9.0	2.0	6.0	7.0	3.0	3.0	8.0	9.0	4.0	4.0	6.0	5.0	8.0	7.0	9.0	4.0	6.0	4.0	6.0	7.0	4.0	3.0	146.0
cela_PRO:DEM_cela	4.0	8.0	9.0	3.0	2.0	7.0	2.0	7.0	2.0	8.0	8.0	3.0	5.0	11.0	5.0	5.0	9.0	2.0	12.0	6.0	3.0	7.0	5.0	3.0	6.0	3.0	145.0
Nerea_NAM_nerea	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	16.0	22.0	0.0	0.0	9.0	2.0	1.0	0.0	12.0	36.0	13.0	4.0	0.0	1.0	0.0	10.0	9.0	6.0	141.0
Legagneur_NAM_legagneur	8.0	0.0	3.0	2.0	1.0	4.0	5.0	1.0	0.0	12.0	7.0	6.0	5.0	16.0	11.0	10.0	3.0	5.0	1.0	2.0	0.0	11.0	11.0	7.0	7.0	2.0	140.0
-vous_PRO:PER_vous	3.0	6.0	8.0	6.0	7.0	5.0	7.0	14.0	2.0	9.0	1.0	4.0	2.0	3.0	3.0	8.0	7.0	10.0	6.0	7.0	2.0	2.0	0.0	4.0	5.0	3.0	134.0
Michel_NAM_michel	5.0	1.0	3.0	0.0	0.0	4.0	0.0	0.0	7.0	16.0	3.0	11.0	5.0	2.0	7.0	12.0	3.0	2.0	0.0	0.0	0.0	13.0	24.0	6.0	4.0	1.0	129.0
main_NOM_main	2.0	13.0	3.0	10.0	3.0	2.0	2.0	3.0	7.0	5.0	3.0	11.0	4.0	1.0	4.0	8.0	4.0	7.0	4.0	6.0	6.0	2.0	5.0	5.0	5.0	3.0	128.0
trois_NUM_trois	1.0	5.0	4.0	6.0	11.0	9.0	1.0	6.0	2.0	6.0	4.0	5.0	3.0	5.0	6.0	2.0	8.0	11.0	0.0	9.0	4.0	2.0	3.0	5.0	6.0	3.0	127.0
répondit_VER:simp_répondre	6.0	7.0	5.0	7.0	5.0	5.0	6.0	0.0	2.0	8.0	4.0	4.0	3.0	10.0	7.0	1.0	4.0	10.0	7.0	8.0	5.0	0.0	0.0	4.0	5.0	3.0	126.0
m'_PRO:PER_me	1.0	12.0	1.0	5.0	5.0	4.0	12.0	2.0	1.0	4.0	7.0	8.0	1.0	4.0	3.0	2.0	9.0	3.0	12.0	11.0	5.0	3.0	6.0	1.0	0.0	3.0	125.0
dire_VER:infi_dire	5.0	3.0	1.0	6.0	4.0	4.0	3.0	16.0	4.0	5.0	11.0	7.0	1.0	4.0	4.0	3.0	8.0	0.0	8.0	11.0	5.0	4.0	2.0	2.0	0.0	3.0	124.0
moi_PRO:PER_moi	3.0	4.0	6.0	7.0	4.0	2.0	4.0	2.0	1.0	5.0	3.0	3.0	0.0	8.0	8.0	5.0	10.0	2.0	14.0	4.0	6.0	3.0	10.0	6.0	3.0	1.0	124.0
baron_NOM_baron	6.0	4.0	3.0	5.0	1.0	5.0	0.0	0.0	6.0	17.0	2.0	11.0	1.0	1.0	5.0	14.0	1.0	0.0	0.0	0.0	0.0	12.0	22.0	5.0	3.0	0.0	124.0
Julienne_NAM_julienne	6.0	29.0	27.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	1.0	0.0	0.0	0.0	30.0	5.0	1.0	0.0	6.0	9.0	6.0	123.0
tous_PRO:IND_tout	7.0	3.0	5.0	5.0	6.0	2.0	3.0	3.0	7.0	5.0	5.0	1.0	12.0	3.0	3.0	10.0	1.0	5.0	1.0	2.0	7.0	4.0	4.0	7.0	8.0	4.0	123.0
sont_VER:pres_être	10.0	9.0	8.0	3.0	4.0	4.0	2.0	1.0	5.0	5.0	7.0	4.0	7.0	4.0	5.0	1.0	2.0	5.0	6.0	8.0	5.0	2.0	2.0	4.0	5.0	3.0	121.0
sans_PRP_sans	3.0	2.0	3.0	5.0	4.0	6.0	5.0	3.0	6.0	4.0	2.0	2.0	5.0	2.0	8.0	9.0	4.0	4.0	6.0	3.0	4.0	6.0	6.0	7.0	8.0	3.0	120.0
j'_PRO:PER_je	1.0	6.0	9.0	1.0	3.0	4.0	5.0	7.0	0.0	7.0	1.0	3.0	3.0	0.0	5.0	7.0	6.0	6.0	9.0	8.0	1.0	4.0	15.0	5.0	3.0	1.0	120.0
À_PRP_à	4.0	2.0	4.0	7.0	4.0	8.0	4.0	5.0	5.0	2.0	7.0	4.0	3.0	2.0	6.0	5.0	3.0	11.0	3.0	7.0	4.0	1.0	6.0	4.0	4.0	4.0	119.0
si_KON_si	5.0	5.0	8.0	4.0	1.0	2.0	1.0	7.0	6.0	7.0	1.0	2.0	6.0	5.0	5.0	6.0	5.0	5.0	6.0	12.0	6.0	2.0	1.0	1.0	5.0	4.0	118.0
sous_PRP_sous	11.0	4.0	5.0	3.0	5.0	9.0	4.0	6.0	1.0	4.0	2.0	4.0	6.0	7.0	3.0	1.0	3.0	7.0	6.0	4.0	2.0	5.0	5.0	8.0	2.0	1.0	118.0
coup_NOM_coup	0.0	2.0	6.0	2.0	9.0	6.0	4.0	3.0	3.0	6.0	5.0	4.0	6.0	5.0	0.0	1.0	2.0	10.0	5.0	4.0	9.0	6.0	5.0	4.0	4.0	6.0	117.0
Larchal_NAM_larchal	0.0	0.0	0.0	0.0	0.0	0.0	8.0	28.0	7.0	0.0	14.0	29.0	3.0	1.0	1.0	1.0	0.0	0.0	0.0	7.0	7.0	1.0	0.0	4.0	1.0	5.0	117.0
ou_KON_ou	3.0	3.0	4.0	3.0	1.0	2.0	3.0	5.0	6.0	5.0	3.0	4.0	10.0	2.0	9.0	2.0	3.0	4.0	2.0	7.0	7.0	4.0	9.0	5.0	8.0	2.0	116.0
ils_PRO:PER_il	4.0	2.0	6.0	3.0	2.0	4.0	4.0	0.0	2.0	2.0	6.0	4.0	9.0	3.0	8.0	4.0	1.0	5.0	3.0	11.0	9.0	3.0	2.0	5.0	5.0	9.0	116.0
Ce_PRO:DEM_ce	7.0	1.0	2.0	4.0	1.0	3.0	7.0	7.0	3.0	6.0	4.0	4.0	3.0	5.0	3.0	7.0	8.0	7.0	9.0	4.0	3.0	3.0	5.0	5.0	5.0	0.0	116.0
Vous_PRO:PER_vous	2.0	2.0	6.0	0.0	9.0	3.0	8.0	10.0	3.0	5.0	5.0	7.0	2.0	3.0	2.0	8.0	7.0	5.0	14.0	4.0	1.0	0.0	3.0	3.0	4.0	0.0	116.0
tête_NOM_tête	0.0	4.0	4.0	7.0	5.0	4.0	2.0	3.0	3.0	7.0	6.0	6.0	2.0	1.0	1.0	1.0	5.0	3.0	11.0	7.0	7.0	5.0	8.0	4.0	3.0	5.0	114.0
porte_NOM_porte	4.0	0.0	5.0	3.0	4.0	2.0	8.0	8.0	3.0	7.0	9.0	5.0	2.0	2.0	3.0	6.0	7.0	4.0	2.0	8.0	13.0	6.0	0.0	2.0	1.0	0.0	114.0
autre_ADJ_autre	2.0	3.0	1.0	4.0	6.0	7.0	5.0	3.0	6.0	3.0	7.0	9.0	3.0	6.0	3.0	8.0	3.0	2.0	4.0	1.0	10.0	3.0	5.0	7.0	0.0	1.0	112.0
enfant_NOM_enfant	2.0	9.0	17.0	19.0	1.0	3.0	5.0	2.0	2.0	6.0	1.0	1.0	1.0	0.0	3.0	0.0	11.0	5.0	6.0	2.0	4.0	1.0	4.0	2.0	2.0	0.0	109.0
heure_NOM_heure	1.0	8.0	2.0	3.0	2.0	5.0	3.0	4.0	16.0	4.0	8.0	2.0	3.0	2.0	2.0	6.0	2.0	3.0	6.0	5.0	4.0	3.0	5.0	3.0	5.0	2.0	109.0
Dieu_NOM_dieu	3.0	12.0	8.0	1.0	4.0	2.0	5.0	6.0	12.0	2.0	1.0	0.0	1.0	3.0	3.0	0.0	10.0	4.0	11.0	5.0	2.0	0.0	4.0	2.0	2.0	6.0	109.0
loup_NOM_loup	0.0	0.0	3.0	5.0	22.0	13.0	1.0	0.0	0.0	0.0	5.0	0.0	6.0	2.0	3.0	3.0	7.0	20.0	5.0	0.0	3.0	2.0	1.0	5.0	0.0	2.0	108.0
dit_VER:pper_dire	0.0	9.0	9.0	5.0	5.0	4.0	6.0	0.0	6.0	2.0	2.0	7.0	1.0	3.0	6.0	3.0	5.0	7.0	6.0	0.0	2.0	3.0	6.0	8.0	1.0	2.0	108.0
dont_PRO:REL_dont	4.0	7.0	3.0	6.0	3.0	5.0	2.0	0.0	6.0	4.0	2.0	5.0	8.0	6.0	5.0	5.0	2.0	4.0	8.0	0.0	2.0	5.0	3.0	3.0	5.0	3.0	106.0
»_PUN:cit_»	5.0	7.0	10.0	4.0	9.0	1.0	4.0	0.0	5.0	8.0	3.0	1.0	2.0	3.0	3.0	2.0	10.0	6.0	3.0	2.0	8.0	0.0	6.0	0.0	1.0	2.0	105.0
Ils_PRO:PER_il	4.0	3.0	6.0	4.0	5.0	3.0	3.0	0.0	1.0	4.0	8.0	3.0	7.0	3.0	8.0	6.0	7.0	8.0	1.0	6.0	3.0	4.0	0.0	1.0	6.0	1.0	105.0
fut_VER:simp_être	1.0	5.0	0.0	3.0	3.0	1.0	5.0	6.0	4.0	1.0	2.0	5.0	8.0	3.0	3.0	3.0	14.0	3.0	3.0	5.0	7.0	4.0	3.0	6.0	5.0	2.0	105.0
avaient_VER:impf_avoir	4.0	3.0	5.0	4.0	3.0	8.0	1.0	1.0	4.0	3.0	5.0	5.0	8.0	1.0	6.0	5.0	3.0	2.0	2.0	2.0	3.0	7.0	0.0	7.0	5.0	7.0	104.0
ma_DET:POS_mon	3.0	3.0	15.0	3.0	3.0	2.0	3.0	2.0	2.0	4.0	2.0	3.0	0.0	2.0	2.0	3.0	2.0	1.0	5.0	7.0	0.0	2.0	24.0	3.0	5.0	2.0	103.0
vers_PRP_vers	4.0	1.0	4.0	4.0	3.0	5.0	4.0	4.0	2.0	3.0	3.0	4.0	5.0	7.0	3.0	5.0	5.0	9.0	4.0	2.0	7.0	7.0	1.0	4.0	1.0	2.0	103.0
être_VER:infi_être	4.0	7.0	4.0	2.0	4.0	4.0	2.0	1.0	4.0	4.0	4.0	7.0	6.0	1.0	3.0	6.0	3.0	2.0	4.0	3.0	3.0	8.0	3.0	5.0	6.0	3.0	103.0
vieux_ADJ_vieux	0.0	3.0	11.0	1.0	4.0	3.0	3.0	1.0	3.0	6.0	0.0	4.0	2.0	2.0	7.0	6.0	2.0	9.0	1.0	11.0	10.0	3.0	0.0	5.0	3.0	3.0	103.0
si_ADV_si	1.0	7.0	0.0	6.0	4.0	7.0	7.0	4.0	9.0	1.0	7.0	2.0	5.0	3.0	5.0	3.0	2.0	3.0	6.0	3.0	2.0	3.0	3.0	1.0	5.0	1.0	100.0
entre_PRP_entre	1.0	0.0	1.0	4.0	7.0	6.0	4.0	3.0	4.0	2.0	2.0	4.0	5.0	6.0	5.0	7.0	3.0	0.0	8.0	4.0	5.0	4.0	2.0	3.0	8.0	2.0	100.0
M_NOM_m	1.0	1.0	0.0	1.0	1.0	0.0	0.0	1.0	0.0	3.0	11.0	5.0	1.0	2.0	9.0	9.0	10.0	2.0	2.0	0.0	2.0	7.0	16.0	5.0	10.0	1.0	100.0
yeux_NOM_œil	1.0	6.0	3.0	10.0	8.0	2.0	5.0	10.0	2.0	5.0	1.0	4.0	1.0	4.0	3.0	5.0	1.0	3.0	7.0	2.0	4.0	1.0	2.0	2.0	3.0	3.0	98.0
grand_ADJ_grand	8.0	6.0	1.0	2.0	4.0	3.0	3.0	1.0	6.0	5.0	0.0	1.0	5.0	4.0	4.0	4.0	5.0	2.0	2.0	5.0	5.0	1.0	7.0	2.0	4.0	5.0	95.0
jeune_ADJ_jeune	1.0	3.0	5.0	9.0	9.0	8.0	8.0	5.0	2.0	2.0	3.0	5.0	1.0	1.0	7.0	3.0	4.0	1.0	6.0	1.0	1.0	3.0	1.0	0.0	4.0	1.0	94.0
Legagneur_NOM_legagneur	8.0	2.0	4.0	1.0	2.0	8.0	8.0	1.0	1.0	3.0	4.0	4.0	4.0	2.0	8.0	6.0	5.0	8.0	1.0	0.0	2.0	0.0	3.0	3.0	4.0	2.0	94.0
tout_PRO:IND_tout	3.0	1.0	3.0	3.0	2.0	8.0	2.0	5.0	5.0	3.0	1.0	3.0	4.0	4.0	4.0	5.0	3.0	2.0	8.0	3.0	5.0	3.0	5.0	5.0	2.0	2.0	94.0
votre_DET:POS_votre	1.0	1.0	3.0	1.0	8.0	4.0	11.0	5.0	0.0	6.0	1.0	4.0	1.0	2.0	0.0	3.0	12.0	4.0	10.0	7.0	1.0	0.0	1.0	1.0	5.0	1.0	93.0
prit_VER:simp_prendre	4.0	4.0	6.0	2.0	4.0	2.0	1.0	2.0	3.0	1.0	2.0	9.0	4.0	5.0	2.0	3.0	2.0	2.0	5.0	2.0	5.0	4.0	7.0	4.0	4.0	4.0	93.0
suis_VER:pres_suivre|être	0.0	7.0	1.0	2.0	1.0	1.0	3.0	8.0	1.0	4.0	2.0	3.0	2.0	5.0	6.0	3.0	5.0	7.0	7.0	3.0	5.0	5.0	5.0	3.0	1.0	2.0	92.0
Orval_NAM_orval	4.0	5.0	1.0	8.0	6.0	1.0	1.0	0.0	2.0	7.0	2.0	0.0	11.0	8.0	3.0	3.0	3.0	4.0	0.0	2.0	5.0	3.0	6.0	1.0	3.0	3.0	92.0
faire_VER:infi_faire	6.0	2.0	3.0	3.0	2.0	6.0	1.0	6.0	4.0	2.0	5.0	5.0	2.0	4.0	4.0	5.0	4.0	5.0	4.0	5.0	2.0	3.0	2.0	2.0	3.0	1.0	91.0
petit_ADJ_petit	0.0	3.0	1.0	17.0	5.0	4.0	1.0	6.0	1.0	3.0	3.0	1.0	4.0	1.0	3.0	5.0	4.0	4.0	2.0	5.0	2.0	5.0	1.0	2.0	3.0	4.0	90.0
fait_VER:pper_faire	4.0	8.0	5.0	6.0	1.0	2.0	4.0	3.0	4.0	2.0	3.0	5.0	4.0	1.0	2.0	3.0	3.0	2.0	1.0	4.0	6.0	2.0	2.0	4.0	4.0	5.0	90.0
Sedan_NAM_sedan	16.0	2.0	4.0	2.0	1.0	9.0	4.0	3.0	9.0	1.0	6.0	4.0	2.0	3.0	6.0	3.0	1.0	1.0	2.0	2.0	0.0	3.0	1.0	1.0	3.0	0.0	89.0
mains_NOM_main	1.0	5.0	1.0	3.0	1.0	2.0	7.0	3.0	5.0	4.0	3.0	7.0	1.0	2.0	3.0	2.0	3.0	1.0	4.0	2.0	4.0	4.0	5.0	4.0	8.0	4.0	89.0
avez_VER:pres_avoir	0.0	3.0	4.0	3.0	3.0	1.0	11.0	11.0	1.0	5.0	3.0	6.0	1.0	2.0	3.0	5.0	3.0	4.0	7.0	7.0	1.0	2.0	0.0	3.0	0.0	0.0	89.0
bonne_ADJ_bon	8.0	10.0	5.0	7.0	4.0	5.0	3.0	4.0	3.0	0.0	1.0	3.0	2.0	0.0	4.0	2.0	2.0	4.0	1.0	10.0	2.0	2.0	0.0	3.0	2.0	0.0	87.0
demanda_VER:simp_demander	1.0	3.0	3.0	6.0	2.0	3.0	5.0	4.0	0.0	4.0	3.0	7.0	6.0	7.0	7.0	2.0	2.0	5.0	2.0	5.0	3.0	0.0	0.0	1.0	3.0	3.0	87.0
fille_NOM_fille	2.0	1.0	0.0	7.0	2.0	0.0	0.0	0.0	4.0	9.0	2.0	2.0	0.0	4.0	6.0	11.0	6.0	7.0	5.0	1.0	1.0	1.0	9.0	3.0	3.0	1.0	87.0
donc_ADV_donc	0.0	3.0	4.0	5.0	3.0	1.0	3.0	5.0	3.0	3.0	13.0	2.0	1.0	10.0	8.0	0.0	0.0	7.0	3.0	5.0	2.0	2.0	0.0	0.0	2.0	1.0	86.0
eût_VER:subi_avoir	5.0	1.0	3.0	5.0	2.0	4.0	1.0	0.0	10.0	1.0	5.0	0.0	2.0	2.0	8.0	3.0	9.0	1.0	4.0	0.0	2.0	3.0	7.0	3.0	2.0	3.0	86.0
été_VER:pper_être	4.0	2.0	6.0	4.0	5.0	7.0	0.0	2.0	5.0	2.0	5.0	1.0	5.0	1.0	5.0	5.0	4.0	2.0	1.0	1.0	1.0	3.0	8.0	1.0	1.0	4.0	85.0
château_NOM_château	0.0	2.0	10.0	4.0	0.0	5.0	2.0	5.0	0.0	0.0	8.0	4.0	4.0	2.0	15.0	3.0	10.0	2.0	2.0	0.0	1.0	2.0	0.0	1.0	2.0	1.0	85.0
leur_DET:POS_leur	6.0	1.0	4.0	3.0	5.0	3.0	0.0	2.0	5.0	4.0	2.0	4.0	2.0	0.0	6.0	4.0	4.0	2.0	1.0	8.0	1.0	8.0	1.0	6.0	2.0	1.0	85.0
même_ADJ_même	0.0	4.0	4.0	2.0	2.0	2.0	5.0	3.0	3.0	2.0	5.0	3.0	4.0	3.0	0.0	1.0	4.0	4.0	2.0	6.0	1.0	5.0	3.0	9.0	4.0	3.0	84.0
déjà_ADV_déjà	4.0	2.0	2.0	5.0	2.0	3.0	2.0	5.0	4.0	5.0	3.0	4.0	2.0	2.0	2.0	1.0	3.0	2.0	3.0	4.0	5.0	4.0	4.0	4.0	2.0	4.0	83.0
Soleuvre_NAM_soleuvre	7.0	7.0	5.0	0.0	2.0	5.0	0.0	1.0	1.0	0.0	0.0	1.0	1.0	0.0	5.0	0.0	11.0	5.0	2.0	4.0	5.0	2.0	6.0	3.0	6.0	4.0	83.0
bon_ADJ_bon	2.0	5.0	3.0	5.0	4.0	1.0	5.0	5.0	0.0	4.0	2.0	4.0	1.0	3.0	4.0	4.0	0.0	1.0	0.0	10.0	7.0	1.0	2.0	4.0	3.0	2.0	82.0
pas_NOM_pas	3.0	1.0	2.0	4.0	2.0	2.0	6.0	8.0	2.0	2.0	3.0	5.0	3.0	3.0	2.0	1.0	3.0	7.0	6.0	2.0	2.0	6.0	1.0	5.0	1.0	0.0	82.0
autres_ADJ_autre	5.0	3.0	2.0	2.0	3.0	3.0	3.0	3.0	4.0	3.0	2.0	3.0	4.0	5.0	0.0	5.0	1.0	3.0	4.0	5.0	2.0	5.0	2.0	3.0	5.0	1.0	81.0
ici_ADV_ici	4.0	1.0	1.0	1.0	3.0	3.0	4.0	2.0	4.0	3.0	1.0	4.0	2.0	4.0	4.0	3.0	2.0	4.0	5.0	5.0	5.0	4.0	1.0	4.0	5.0	2.0	81.0
les_PRO:PER_la|le	3.0	2.0	3.0	3.0	5.0	6.0	4.0	3.0	2.0	2.0	2.0	3.0	6.0	3.0	0.0	4.0	2.0	4.0	0.0	3.0	3.0	4.0	4.0	3.0	4.0	2.0	80.0
or_NOM_or	6.0	6.0	2.0	0.0	3.0	0.0	2.0	1.0	1.0	11.0	0.0	0.0	4.0	3.0	1.0	7.0	1.0	2.0	1.0	0.0	0.0	2.0	21.0	2.0	3.0	1.0	80.0
eau_NOM_eau	3.0	2.0	1.0	2.0	11.0	0.0	0.0	3.0	2.0	2.0	1.0	0.0	5.0	6.0	1.0	2.0	1.0	1.0	3.0	1.0	0.0	20.0	3.0	3.0	0.0	7.0	80.0
-là_ADV_là	2.0	1.0	3.0	3.0	5.0	1.0	0.0	0.0	2.0	5.0	5.0	1.0	4.0	3.0	7.0	4.0	8.0	4.0	3.0	5.0	6.0	2.0	2.0	0.0	3.0	1.0	80.0
dit-il_NOM_dit-il	2.0	4.0	1.0	4.0	3.0	1.0	5.0	3.0	4.0	9.0	2.0	4.0	1.0	3.0	1.0	4.0	0.0	0.0	1.0	11.0	5.0	4.0	0.0	4.0	2.0	2.0	80.0
Une_DET:ART_un	3.0	2.0	4.0	2.0	2.0	2.0	6.0	2.0	3.0	1.0	3.0	5.0	1.0	1.0	2.0	5.0	2.0	5.0	1.0	4.0	6.0	4.0	2.0	6.0	2.0	3.0	79.0
quand_KON_quand	1.0	2.0	6.0	2.0	5.0	2.0	2.0	2.0	3.0	3.0	4.0	3.0	4.0	3.0	4.0	5.0	2.0	2.0	4.0	5.0	4.0	2.0	4.0	4.0	0.0	0.0	78.0
toujours_ADV_toujours	3.0	6.0	2.0	3.0	0.0	3.0	1.0	2.0	4.0	1.0	3.0	3.0	6.0	2.0	5.0	2.0	3.0	1.0	2.0	6.0	3.0	3.0	3.0	4.0	4.0	2.0	77.0
Au_PRP:det_au	4.0	2.0	3.0	4.0	1.0	2.0	2.0	3.0	3.0	1.0	2.0	2.0	3.0	5.0	2.0	5.0	4.0	2.0	1.0	3.0	5.0	3.0	6.0	3.0	1.0	4.0	76.0
eut_VER:simp_avoir	1.0	3.0	2.0	2.0	4.0	2.0	1.0	4.0	1.0	3.0	4.0	3.0	4.0	0.0	0.0	1.0	7.0	4.0	3.0	5.0	3.0	5.0	3.0	4.0	4.0	3.0	76.0
rien_ADV_rien	4.0	0.0	2.0	3.0	5.0	2.0	1.0	4.0	3.0	4.0	4.0	3.0	2.0	2.0	7.0	1.0	1.0	1.0	3.0	2.0	1.0	1.0	8.0	5.0	4.0	3.0	76.0
car_KON_car	3.0	2.0	3.0	3.0	2.0	3.0	4.0	2.0	3.0	2.0	2.0	3.0	3.0	1.0	6.0	4.0	3.0	3.0	0.0	2.0	1.0	4.0	5.0	4.0	3.0	4.0	75.0
maison_NOM_maison	10.0	5.0	5.0	4.0	0.0	5.0	1.0	0.0	10.0	4.0	2.0	1.0	1.0	1.0	5.0	2.0	3.0	4.0	0.0	10.0	1.0	0.0	1.0	0.0	0.0	0.0	75.0
leurs_DET:POS_leur	2.0	2.0	2.0	4.0	3.0	0.0	1.0	1.0	3.0	2.0	5.0	1.0	8.0	6.0	3.0	2.0	5.0	2.0	0.0	6.0	2.0	5.0	1.0	2.0	4.0	3.0	75.0
la_PRO:PER_la	2.0	0.0	2.0	8.0	1.0	1.0	2.0	1.0	6.0	1.0	3.0	1.0	0.0	4.0	1.0	2.0	3.0	3.0	8.0	2.0	0.0	4.0	6.0	7.0	5.0	1.0	74.0
peu_ADV_peu	4.0	5.0	3.0	3.0	6.0	1.0	4.0	4.0	3.0	4.0	4.0	2.0	2.0	5.0	2.0	2.0	2.0	1.0	2.0	3.0	1.0	0.0	1.0	3.0	4.0	3.0	74.0
Puis_ADV_puis	2.0	5.0	7.0	5.0	5.0	4.0	2.0	5.0	1.0	0.0	3.0	1.0	1.0	6.0	4.0	1.0	2.0	3.0	3.0	1.0	2.0	2.0	3.0	3.0	2.0	1.0	74.0
mit_VER:simp_mettre	1.0	3.0	3.0	2.0	2.0	3.0	2.0	0.0	1.0	4.0	1.0	6.0	4.0	2.0	3.0	0.0	5.0	2.0	7.0	6.0	5.0	3.0	2.0	3.0	2.0	1.0	73.0
moment_NOM_moment	2.0	1.0	1.0	2.0	6.0	0.0	3.0	3.0	5.0	1.0	1.0	2.0	5.0	2.0	1.0	4.0	2.0	5.0	1.0	5.0	2.0	2.0	5.0	5.0	4.0	3.0	73.0
Bazeille_NAM_bazeille	4.0	14.0	6.0	0.0	3.0	9.0	1.0	1.0	0.0	1.0	4.0	1.0	2.0	2.0	4.0	4.0	2.0	1.0	0.0	2.0	3.0	0.0	3.0	0.0	3.0	2.0	72.0
Nous_PRO:PER_nous	0.0	3.0	5.0	0.0	2.0	6.0	0.0	0.0	1.0	3.0	2.0	5.0	5.0	4.0	2.0	6.0	1.0	5.0	2.0	2.0	4.0	4.0	1.0	4.0	4.0	1.0	72.0
après_PRP_après	2.0	5.0	2.0	2.0	0.0	0.0	6.0	4.0	1.0	3.0	1.0	0.0	3.0	2.0	3.0	6.0	5.0	1.0	5.0	2.0	2.0	2.0	4.0	8.0	1.0	1.0	71.0
tu_PRO:PER_tu	0.0	2.0	1.0	4.0	0.0	4.0	0.0	0.0	2.0	7.0	2.0	11.0	1.0	5.0	11.0	2.0	1.0	4.0	0.0	9.0	1.0	0.0	0.0	2.0	1.0	1.0	71.0
venait_VER:impf_venir	3.0	2.0	1.0	3.0	1.0	6.0	5.0	2.0	2.0	2.0	5.0	2.0	3.0	1.0	2.0	4.0	1.0	3.0	3.0	2.0	4.0	1.0	5.0	1.0	6.0	1.0	71.0
Giovan_NAM_giovan	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	18.0	0.0	1.0	5.0	16.0	5.0	0.0	5.0	5.0	1.0	0.0	2.0	3.0	0.0	4.0	1.0	2.0	71.0
puis_ADV_puis	1.0	1.0	0.0	4.0	4.0	4.0	4.0	3.0	4.0	2.0	1.0	2.0	1.0	2.0	4.0	4.0	7.0	2.0	3.0	0.0	3.0	6.0	1.0	5.0	1.0	2.0	71.0
jour_NOM_jour	1.0	3.0	3.0	7.0	4.0	3.0	5.0	2.0	2.0	6.0	2.0	0.0	4.0	3.0	2.0	5.0	6.0	1.0	2.0	2.0	1.0	0.0	0.0	1.0	1.0	5.0	71.0
jusqu'_PRP_jusque	2.0	1.0	1.0	0.0	3.0	4.0	4.0	1.0	3.0	1.0	4.0	5.0	5.0	4.0	2.0	3.0	3.0	1.0	3.0	1.0	0.0	3.0	2.0	2.0	7.0	5.0	70.0
voir_VER:infi_voir	2.0	0.0	2.0	2.0	0.0	2.0	3.0	6.0	2.0	5.0	4.0	6.0	2.0	6.0	0.0	0.0	2.0	7.0	2.0	1.0	1.0	1.0	4.0	2.0	2.0	6.0	70.0
côté_NOM_côté	3.0	0.0	2.0	4.0	4.0	6.0	4.0	1.0	2.0	1.0	5.0	6.0	1.0	3.0	4.0	0.0	2.0	2.0	2.0	3.0	8.0	0.0	2.0	2.0	2.0	1.0	70.0
faut_VER:pres_falloir	1.0	4.0	8.0	2.0	3.0	5.0	2.0	4.0	0.0	1.0	1.0	2.0	2.0	4.0	2.0	5.0	1.0	5.0	3.0	2.0	4.0	2.0	0.0	2.0	1.0	4.0	70.0
